Vehicle Type: Chevy Corvette (V8) 1998
Creation Date: 12/11/2012 4:57 PM
Notes: 

[Markers]

[Data]
Frame,Time,Engine RPM (SAE) rpm,Vehicle Speed (SAE) mph,Throttle Position (SAE) %,Ignition Timing Advance (SAE) °,Knock Retard °,Mass Air Flow (SAE) lb/min,Manifold Absolute Pressure (SAE) kPa,Engine Coolant Temp (SAE) °F,Intake Air Temp (SAE) °F,Delivered Engine Torque ft.lb,Trans Current Gear,Trans Input Shaft RPM rpm,Trans Output Shaft RPM rpm,TCC Mode,Delivered Trans Torque ft.lb,O2 Voltage B1S1 mV,O2 Voltage B2S1 mV,INJ. Pulse Width Avg. Bank 1 msec,INJ. Pulse Width Avg. Bank 2 msec,Short Term Fuel Trim Bank 1 (SAE) %,Short Term Fuel Trim Bank 2 (SAE) %,Long Term Fuel Trim Bank 1 (SAE) %,Long Term Fuel Trim Bank 2 (SAE) %,Cylinder Airmass g/cyl,Fuel Trim Cell,O2 Voltage B1S2 mV,O2 Voltage B2S2 mV,Fuel Tank Level gal
5098,21:12.313,634,0,8,21.5,0.0,0.939,42.0,194,86,35,1,0.0,0.0,0,36,117,760,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,768,17.14
5099,21:12.438,628,0,8,21.5,0.0,0.935,42.0,194,86,35,1,0.0,0.0,0,36,117,760,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,768,17.14
5100,21:12.547,629,0,8,21.5,0.0,0.935,42.0,194,86,35,1,0.0,0.0,0,36,117,760,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,768,17.14
5101,21:12.672,621,0,8,22.0,0.0,0.935,42.0,194,86,35,1,0.0,0.0,0,36,117,760,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,768,17.14
5102,21:13.343,621,0,8,22.0,0.0,0.935,42.0,194,86,36,1,0.0,0.0,0,36,178,365,2.9,2.9,0.8,-0.8,11.7,13.3,0.17,20,755,768,17.14
5103,21:13.468,637,0,8,21.5,0.0,0.937,41.0,194,86,36,1,0.0,0.0,0,36,178,365,2.9,2.9,0.8,-0.8,11.7,13.3,0.17,20,755,768,17.14
5104,21:13.592,632,0,8,21.5,0.0,0.934,42.0,194,86,36,1,0.0,0.0,0,36,178,365,2.9,2.9,0.8,-0.8,11.7,13.3,0.17,20,755,768,17.14
5105,21:13.733,629,0,8,21.5,0.0,0.933,42.0,194,86,36,1,0.0,0.0,0,36,178,365,2.9,2.9,0.8,-0.8,11.7,13.3,0.17,20,755,768,17.14
5106,21:14.482,629,0,8,21.5,0.0,0.933,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5107,21:14.606,629,0,8,21.5,0.0,0.933,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5108,21:14.731,626,0,8,21.5,0.0,0.933,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5109,21:14.762,626,0,8,21.5,0.0,0.933,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5110,21:14.887,623,0,8,22.0,0.0,0.931,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5111,21:15.012,625,0,8,22.0,0.0,0.935,42.0,194,86,36,1,0.0,0.0,0,36,582,109,2.8,2.8,1.6,-0.8,11.7,13.3,0.17,20,760,764,17.14
5112,21:15.777,625,0,8,22.0,0.0,0.935,42.0,194,86,36,1,0.0,0.0,0,34,716,130,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,764,17.14
5113,21:15.886,625,0,8,22.0,0.0,0.930,42.0,194,86,36,1,0.0,0.0,0,34,716,130,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,764,17.14
5114,21:16.011,625,0,8,21.5,0.0,0.931,42.0,194,86,36,1,0.0,0.0,0,34,716,130,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,764,17.14
5115,21:16.135,629,0,8,21.5,0.0,0.931,42.0,194,86,36,1,0.0,0.0,0,34,716,130,2.8,2.9,0.0,-0.8,11.7,13.3,0.17,20,760,764,17.14
5116,21:16.837,629,0,8,21.5,0.0,0.931,42.0,194,86,35,1,0.0,0.0,0,34,660,139,2.8,2.9,-0.8,0.0,11.7,13.3,0.17,20,760,768,17.14
5117,21:16.962,626,0,8,22.0,0.0,0.930,42.0,194,86,35,1,0.0,0.0,0,34,660,139,2.8,2.9,-0.8,0.0,11.7,13.3,0.17,20,760,768,17.14
5118,21:17.087,623,0,8,22.0,0.0,0.933,42.0,194,86,35,1,0.0,0.0,0,34,660,139,2.8,2.9,-0.8,0.0,11.7,13.3,0.17,20,760,768,17.14
5119,21:17.212,622,0,8,22.0,0.0,0.934,42.0,194,86,35,1,0.0,0.0,0,34,660,139,2.8,2.9,-0.8,0.0,11.7,13.3,0.17,20,760,768,17.14
5120,21:17.898,622,0,8,22.0,0.0,0.934,42.0,194,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5121,21:18.023,637,0,8,21.5,0.0,0.937,41.0,194,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5122,21:18.148,638,0,8,21.0,0.0,0.931,41.0,194,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5123,21:18.179,638,0,8,21.0,0.0,0.931,41.0,196,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5124,21:18.304,646,0,8,21.0,0.0,0.930,41.0,196,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5125,21:18.413,646,0,8,21.0,0.0,1.060,42.0,196,86,36,1,0.0,0.0,0,36,69,642,2.7,2.7,0.8,0.0,11.7,13.3,0.17,20,760,764,17.14
5126,21:19.177,646,1,9,21.0,0.0,1.060,42.0,196,86,44,1,280.5,91.8,0,52,681,673,3.6,3.7,-1.6,-2.3,12.5,14.8,0.23,22,755,764,17.14
5127,21:19.302,992,1,9,27.0,0.0,2.593,55.0,196,86,44,1,280.5,91.8,0,52,681,673,3.6,3.7,-1.6,-2.3,12.5,14.8,0.23,22,755,764,17.14
5128,21:19.427,1097,1,9,29.0,0.0,2.714,55.0,196,86,44,1,280.5,91.8,0,52,681,673,3.6,3.7,-1.6,-2.3,12.5,14.8,0.23,22,755,764,17.14
5129,21:19.552,1189,1,9,32.0,0.0,2.939,57.0,196,86,44,1,280.5,91.8,0,52,681,673,3.6,3.7,-1.6,-2.3,12.5,14.8,0.23,22,755,764,17.14
5130,21:20.285,1189,6,20,32.0,0.0,2.939,57.0,196,86,133,1,833.5,282.0,0,142,48,43,5.6,5.9,2.3,2.3,15.6,18.8,0.43,14,734,707,17.14
5131,21:20.394,1924,6,20,29.5,0.0,7.742,85.0,196,86,133,1,833.5,282.0,0,142,48,43,5.6,5.9,2.3,2.3,15.6,18.8,0.43,14,734,707,17.14
5132,21:20.535,2034,6,20,30.0,0.0,8.404,87.0,196,86,133,1,833.5,282.0,0,142,48,43,5.6,5.9,2.3,2.3,15.6,18.8,0.43,14,734,707,17.14
5133,21:20.659,2144,6,20,30.0,0.0,8.786,87.0,196,86,133,1,833.5,282.0,0,142,48,43,5.6,5.9,2.3,2.3,15.6,18.8,0.43,14,734,707,17.14
5134,21:21.408,2144,14,42,30.0,0.0,8.786,87.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5135,21:21.517,2967,14,42,32.0,0.0,11.798,81.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5136,21:21.673,3084,14,42,32.0,0.0,12.052,79.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5137,21:21.705,3084,14,42,32.0,0.0,12.052,79.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5138,21:21.845,3261,14,42,32.0,0.0,12.170,75.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5139,21:21.985,3405,14,42,33.5,0.0,8.967,55.0,196,86,223,1,2112.3,698.3,0,222,56,282,7.8,7.8,11.7,11.7,12.5,12.5,0.45,15,677,421,17.14
5140,21:22.765,3405,27,16,33.5,0.0,8.967,55.0,196,88,-5,4,1659.5,1134.5,0,0,699,855,1.7,1.7,0.0,0.0,8.6,7.8,0.08,2,694,651,17.13
5141,21:22.875,1713,27,16,30.5,0.0,1.115,19.0,196,88,-5,4,1659.5,1134.5,0,0,699,855,1.7,1.7,0.0,0.0,8.6,7.8,0.08,2,694,651,17.13
5142,21:22.984,1655,27,16,30.0,0.0,1.091,19.0,196,88,-5,4,1659.5,1134.5,0,0,699,855,1.7,1.7,0.0,0.0,8.6,7.8,0.08,2,694,651,17.13
5143,21:23.124,1599,27,16,29.5,0.0,1.102,19.0,196,88,-5,4,1659.5,1134.5,0,0,699,855,1.7,1.7,0.0,0.0,8.6,7.8,0.08,2,694,651,17.13
5144,21:23.826,1599,27,9,29.5,0.0,1.102,19.0,196,88,-6,4,785.0,1128.8,0,0,864,855,1.8,1.8,-1.6,-1.6,6.3,7.0,0.10,21,868,894,17.13
5145,21:23.967,916,27,9,22.0,0.0,1.048,28.0,196,88,-6,4,785.0,1128.8,0,0,864,855,1.8,1.8,-1.6,-1.6,6.3,7.0,0.10,21,868,894,17.13
5146,21:24.107,777,27,9,22.0,0.0,1.053,31.0,196,88,-6,4,785.0,1128.8,0,0,864,855,1.8,1.8,-1.6,-1.6,6.3,7.0,0.10,21,868,894,17.13
5147,21:24.232,736,27,9,22.0,0.0,1.029,33.0,196,88,-6,4,785.0,1128.8,0,0,864,855,1.8,1.8,-1.6,-1.6,6.3,7.0,0.10,21,868,894,17.13
5148,21:24.949,736,25,9,22.0,0.0,1.029,33.0,196,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5149,21:25.105,721,25,9,22.0,0.0,1.012,37.0,196,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5150,21:25.246,717,25,9,22.0,0.0,1.008,37.0,196,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5151,21:25.277,717,25,9,22.0,0.0,1.008,37.0,194,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5152,21:25.402,764,25,9,22.0,0.0,1.005,37.0,194,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5153,21:25.542,766,25,9,22.0,0.0,1.004,37.0,194,88,30,4,716.3,1028.0,0,32,829,825,2.2,2.2,-10.2,-10.2,6.3,6.3,0.15,21,855,868,17.13
5154,21:26.291,766,23,9,22.0,0.0,1.004,37.0,194,88,34,4,672.8,965.0,0,52,30,26,2.9,2.8,3.9,3.1,9.4,9.4,0.16,22,755,673,17.13
5155,21:26.400,909,23,9,29.5,0.0,2.286,47.0,194,88,34,4,672.8,965.0,0,52,30,26,2.9,2.8,3.9,3.1,9.4,9.4,0.16,22,755,673,17.13
5156,21:26.525,943,23,9,28.5,0.0,2.291,50.0,194,88,34,4,672.8,965.0,0,52,30,26,2.9,2.8,3.9,3.1,9.4,9.4,0.16,22,755,673,17.13
5157,21:26.681,943,23,9,29.5,0.0,2.238,50.0,194,88,34,4,672.8,965.0,0,52,30,26,2.9,2.8,3.9,3.1,9.4,9.4,0.16,22,755,673,17.13
5158,21:27.477,943,23,16,29.5,0.0,2.238,50.0,194,88,89,4,680.0,973.0,0,92,91,109,4.8,5.1,-3.1,0.0,14.8,14.1,0.31,9,760,760,17.13
5159,21:27.601,1461,23,16,34.5,0.0,4.120,62.0,194,88,89,4,680.0,973.0,0,92,91,109,4.8,5.1,-3.1,0.0,14.8,14.1,0.31,9,760,760,17.13
5160,21:27.726,1514,23,16,34.5,0.0,5.271,69.0,194,88,89,4,680.0,973.0,0,92,91,109,4.8,5.1,-3.1,0.0,14.8,14.1,0.31,9,760,760,17.13
5161,21:27.851,1575,23,16,32.0,0.0,6.373,78.0,194,88,89,4,680.0,973.0,0,92,91,109,4.8,5.1,-3.1,0.0,14.8,14.1,0.31,9,760,760,17.13
5162,21:28.647,1575,25,34,32.0,0.0,6.373,78.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5163,21:28.771,1987,25,34,22.5,0.0,8.168,89.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5164,21:28.896,2008,25,34,23.0,0.0,8.267,89.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5165,21:28.927,2008,25,34,23.0,0.0,8.267,89.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5166,21:29.052,2027,25,34,23.0,0.0,8.367,88.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5167,21:29.193,2029,25,34,23.5,0.0,8.242,88.0,194,88,229,3,1068.0,1070.5,0,242,768,117,8.2,7.8,8.6,1.6,16.4,15.6,0.47,14,694,460,17.13
5168,21:29.973,2029,31,42,23.5,5.5,8.242,88.0,194,88,223,3,1328.3,1335.8,0,216,130,282,7.1,7.1,0.0,0.8,17.2,16.4,0.42,14,699,569,17.13
5169,21:30.097,2007,31,42,27.0,5.5,7.205,79.0,194,88,223,3,1328.3,1335.8,0,216,130,282,7.1,7.1,0.0,0.8,17.2,16.4,0.42,14,699,569,17.13
5170,21:30.253,1994,31,42,27.0,5.5,6.827,77.0,194,88,223,3,1328.3,1335.8,0,216,130,282,7.1,7.1,0.0,0.8,17.2,16.4,0.42,14,699,569,17.13
5171,21:30.378,2005,31,42,27.5,5.5,6.467,74.0,194,88,223,3,1328.3,1335.8,0,216,130,282,7.1,7.1,0.0,0.8,17.2,16.4,0.42,14,699,569,17.13
5172,21:31.096,2005,35,27,27.5,4.4,6.467,74.0,194,88,164,3,1508.8,1511.3,0,124,816,855,2.7,2.5,0.0,0.0,13.3,11.7,0.13,2,764,833,17.13
5173,21:31.205,1263,35,27,24.0,4.4,1.386,29.0,194,88,164,3,1508.8,1511.3,0,124,816,855,2.7,2.5,0.0,0.0,13.3,11.7,0.13,2,764,833,17.13
5174,21:31.330,1135,35,27,23.5,4.4,1.349,29.0,194,88,164,3,1508.8,1511.3,0,124,816,855,2.7,2.5,0.0,0.0,13.3,11.7,0.13,2,764,833,17.13
5175,21:31.470,1090,35,27,23.0,4.4,1.237,29.0,194,88,164,3,1508.8,1511.3,0,124,816,855,2.7,2.5,0.0,0.0,13.3,11.7,0.13,2,764,833,17.13
5176,21:32.203,1090,36,9,23.0,0.0,1.237,29.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5177,21:32.328,1140,36,9,34.0,0.0,2.509,43.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5178,21:32.469,1226,36,9,34.5,0.0,2.574,46.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5179,21:32.500,1226,36,9,34.5,0.0,2.574,46.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5180,21:32.640,1271,36,9,34.0,0.0,3.323,53.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5181,21:32.765,1338,36,9,34.0,0.0,3.554,56.0,194,88,17,4,1054.3,1512.5,0,12,807,87,1.9,2.0,-4.7,-2.3,5.5,6.3,0.14,21,794,855,17.13
5182,21:33.545,1338,36,21,34.0,0.0,3.554,56.0,194,88,139,4,1053.5,1516.3,0,148,113,781,6.5,6.2,-1.6,-3.9,15.6,18.8,0.43,10,790,807,17.13
5183,21:33.654,1785,36,21,30.5,0.0,6.271,76.0,194,88,139,4,1053.5,1516.3,0,148,113,781,6.5,6.2,-1.6,-3.9,15.6,18.8,0.43,10,790,807,17.13
5184,21:33.779,1803,36,21,31.0,0.0,6.323,77.0,194,88,139,4,1053.5,1516.3,0,148,113,781,6.5,6.2,-1.6,-3.9,15.6,18.8,0.43,10,790,807,17.13
5185,21:33.904,1812,36,21,31.0,0.0,6.392,76.0,194,88,139,4,1053.5,1516.3,0,148,113,781,6.5,6.2,-1.6,-3.9,15.6,18.8,0.43,10,790,807,17.13
5186,21:34.590,1812,38,29,31.0,0.0,6.392,76.0,194,88,193,4,1119.0,1610.5,0,192,82,747,6.7,6.7,0.0,3.1,15.6,18.8,0.39,10,729,760,17.13
5187,21:34.699,1823,38,29,31.5,0.0,5.374,69.0,194,88,193,4,1119.0,1610.5,0,192,82,747,6.7,6.7,0.0,3.1,15.6,18.8,0.39,10,729,760,17.13
5188,21:34.824,1812,38,29,34.5,0.0,2.163,49.0,194,88,193,4,1119.0,1610.5,0,192,82,747,6.7,6.7,0.0,3.1,15.6,18.8,0.39,10,729,760,17.13
5189,21:34.933,1673,38,29,30.0,0.0,1.491,38.0,194,88,193,4,1119.0,1610.5,0,192,82,747,6.7,6.7,0.0,3.1,15.6,18.8,0.39,10,729,760,17.13
5190,21:35.667,1673,40,11,30.0,0.0,1.491,38.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5191,21:35.776,1186,40,11,23.5,0.0,1.204,28.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5192,21:35.901,1170,40,11,23.5,0.0,1.148,27.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5193,21:35.932,1170,40,11,23.5,0.0,1.148,27.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5194,21:36.088,1164,40,11,23.5,0.0,1.067,25.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5195,21:36.213,1138,40,11,23.5,0.0,1.067,26.0,194,86,33,4,1165.0,1680.3,0,24,859,864,2.1,2.1,-3.1,-3.9,7.8,6.3,0.13,21,855,885,17.13
5196,21:36.977,1138,40,9,23.5,0.0,1.067,26.0,194,86,8,4,1143.3,1644.5,0,8,48,52,1.9,1.9,1.6,1.6,5.5,6.3,0.11,21,820,838,17.13
5197,21:37.086,1107,40,9,33.0,0.0,1.489,30.0,194,86,8,4,1143.3,1644.5,0,8,48,52,1.9,1.9,1.6,1.6,5.5,6.3,0.11,21,820,838,17.13
5198,21:37.195,1152,40,9,34.0,0.0,2.057,34.0,194,86,8,4,1143.3,1644.5,0,8,48,52,1.9,1.9,1.6,1.6,5.5,6.3,0.11,21,820,838,17.13
5199,21:37.320,1217,40,9,35.5,0.0,2.062,36.0,194,86,8,4,1143.3,1644.5,0,8,48,52,1.9,1.9,1.6,1.6,5.5,6.3,0.11,21,820,838,17.13
5200,21:38.069,1217,39,16,35.5,0.0,2.062,36.0,194,86,68,4,1125.5,1612.5,0,80,812,820,3.9,4.0,-7.8,-2.3,16.4,16.4,0.36,9,790,803,17.12
5201,21:38.194,1610,39,16,28.0,0.0,6.158,77.0,194,86,68,4,1125.5,1612.5,0,80,812,820,3.9,4.0,-7.8,-2.3,16.4,16.4,0.36,9,790,803,17.12
5202,21:38.334,1740,39,16,28.0,0.0,6.652,80.0,194,86,68,4,1125.5,1612.5,0,80,812,820,3.9,4.0,-7.8,-2.3,16.4,16.4,0.36,9,790,803,17.12
5203,21:38.443,1821,39,16,28.0,0.0,7.209,82.0,194,86,68,4,1125.5,1612.5,0,80,812,820,3.9,4.0,-7.8,-2.3,16.4,16.4,0.36,9,790,803,17.12
5204,21:39.161,1821,40,33,28.0,0.0,7.209,82.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5205,21:39.270,1929,40,33,30.5,0.0,6.861,78.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5206,21:39.395,1905,40,33,31.0,0.0,6.282,74.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5207,21:39.426,1905,40,33,31.0,0.0,6.282,74.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5208,21:39.551,1905,40,33,32.5,0.0,6.034,70.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5209,21:39.691,1824,40,33,32.5,0.0,5.532,68.0,194,86,217,4,1163.0,1680.3,0,214,61,130,7.2,7.2,-3.1,2.3,17.2,17.2,0.43,14,734,738,17.13
5210,21:40.440,1824,42,24,32.5,0.0,5.532,68.0,194,86,145,4,1245.0,1794.5,0,124,781,699,4.2,4.2,3.1,-5.5,15.6,13.3,0.28,6,668,742,17.12
5211,21:40.581,1575,42,24,37.0,0.0,4.011,56.0,194,86,145,4,1245.0,1794.5,0,124,781,699,4.2,4.2,3.1,-5.5,15.6,13.3,0.28,6,668,742,17.12
5212,21:40.690,1576,42,24,37.0,0.0,4.045,55.0,194,86,145,4,1245.0,1794.5,0,124,781,699,4.2,4.2,3.1,-5.5,15.6,13.3,0.28,6,668,742,17.12
5213,21:40.815,1576,42,24,37.0,0.0,3.959,55.0,194,86,145,4,1245.0,1794.5,0,124,781,699,4.2,4.2,3.1,-5.5,15.6,13.3,0.28,6,668,742,17.12
5214,21:41.548,1576,43,21,37.0,0.0,3.959,55.0,194,84,113,4,1267.5,1817.8,0,90,143,751,2.6,2.4,0.0,0.0,13.3,10.2,0.13,2,712,760,17.12
5215,21:41.673,1299,43,21,25.0,0.0,1.339,28.0,194,84,113,4,1267.5,1817.8,0,90,143,751,2.6,2.4,0.0,0.0,13.3,10.2,0.13,2,712,760,17.12
5216,21:41.797,1276,43,21,25.0,0.0,1.335,27.0,194,84,113,4,1267.5,1817.8,0,90,143,751,2.6,2.4,0.0,0.0,13.3,10.2,0.13,2,712,760,17.12
5217,21:41.922,1272,43,21,25.0,0.0,1.307,27.0,194,84,113,4,1267.5,1817.8,0,90,143,751,2.6,2.4,0.0,0.0,13.3,10.2,0.13,2,712,760,17.12
5218,21:42.655,1272,43,10,25.0,0.0,1.307,27.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5219,21:42.780,1238,43,10,24.5,0.0,1.112,24.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5220,21:42.905,1235,43,10,24.5,0.0,1.135,24.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5221,21:42.936,1235,43,10,24.5,0.0,1.135,24.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5222,21:43.061,1234,43,10,24.0,0.0,1.232,25.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5223,21:43.170,1246,43,10,35.5,0.0,2.485,33.0,194,84,12,4,1252.3,1794.5,0,8,48,56,1.8,1.8,0.0,0.8,5.5,6.3,0.10,21,734,807,17.12
5224,21:43.919,1246,42,18,35.5,0.0,2.485,33.0,194,84,73,4,1225.0,1761.3,0,100,838,807,5.0,5.3,0.0,0.0,5.5,13.3,0.40,9,738,790,17.12
5225,21:44.075,1248,42,18,21.5,0.0,4.480,76.0,194,84,73,4,1225.0,1761.3,0,100,838,807,5.0,5.3,0.0,0.0,5.5,13.3,0.40,9,738,790,17.12
5226,21:44.184,1253,42,18,21.5,0.0,4.525,76.0,194,84,73,4,1225.0,1761.3,0,100,838,807,5.0,5.3,0.0,0.0,5.5,13.3,0.40,9,738,790,17.12
5227,21:44.309,1256,42,18,22.0,0.0,4.511,76.0,194,84,73,4,1225.0,1761.3,0,100,838,807,5.0,5.3,0.0,0.0,5.5,13.3,0.40,9,738,790,17.12
5228,21:45.120,1256,43,24,22.0,0.0,4.511,76.0,194,84,182,4,1267.5,1817.8,0,160,438,820,3.8,3.4,-2.3,-3.1,16.4,16.4,0.17,5,742,790,17.12
5229,21:45.229,1272,43,24,25.0,0.0,1.369,32.0,194,84,182,4,1267.5,1817.8,0,160,438,820,3.8,3.4,-2.3,-3.1,16.4,16.4,0.17,5,742,790,17.12
5230,21:45.339,1269,43,24,25.0,0.0,1.365,31.0,194,84,182,4,1267.5,1817.8,0,160,438,820,3.8,3.4,-2.3,-3.1,16.4,16.4,0.17,5,742,790,17.12
5231,21:45.463,1266,43,24,25.0,0.0,1.360,29.0,194,84,182,4,1267.5,1817.8,0,160,438,820,3.8,3.4,-2.3,-3.1,16.4,16.4,0.17,5,742,790,17.12
5232,21:46.197,1266,43,10,25.0,0.0,1.360,29.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
5233,21:46.306,1218,43,10,24.0,0.0,1.119,24.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
5234,21:46.462,1198,43,10,24.0,0.0,1.123,24.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
5235,21:46.493,1198,43,10,24.0,0.0,1.123,24.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
5236,21:46.618,1193,43,10,23.5,0.0,1.126,24.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
5237,21:46.727,1194,43,10,24.0,0.0,1.139,25.0,194,84,16,4,1263.8,1815.0,0,12,751,308,1.8,1.8,0.0,0.0,5.5,6.3,0.10,21,859,868,17.12
