Vehicle Type: Chevy Corvette (V8) 1998
Creation Date: 12/11/2012 4:57 PM
Notes: 

[Markers]

[Data]
Frame,Time,Engine RPM (SAE) rpm,Vehicle Speed (SAE) mph,Throttle Position (SAE) %,Ignition Timing Advance (SAE) °,Knock Retard °,Mass Air Flow (SAE) lb/min,Manifold Absolute Pressure (SAE) kPa,Engine Coolant Temp (SAE) °F,Intake Air Temp (SAE) °F,Delivered Engine Torque ft.lb,Trans Current Gear,Trans Input Shaft RPM rpm,Trans Output Shaft RPM rpm,TCC Mode,Delivered Trans Torque ft.lb,O2 Voltage B1S1 mV,O2 Voltage B2S1 mV,INJ. Pulse Width Avg. Bank 1 msec,INJ. Pulse Width Avg. Bank 2 msec,Short Term Fuel Trim Bank 1 (SAE) %,Short Term Fuel Trim Bank 2 (SAE) %,Long Term Fuel Trim Bank 1 (SAE) %,Long Term Fuel Trim Bank 2 (SAE) %,Cylinder Airmass g/cyl,Fuel Trim Cell,O2 Voltage B1S2 mV,O2 Voltage B2S2 mV,Fuel Tank Level gal
1,00:00.000,1200,0,0,9.5,0.0,1.911,34.0,-40,-40,0,0,0.0,0.0,0,0,0,0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.00,0,0,0,0.00
2,00:00.203,1195,0,0,10.0,0.0,1.905,34.0,-40,-40,0,0,0.0,0.0,0,0,0,0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.00,0,0,0,0.00
3,00:00.968,1195,0,13,10.0,0.0,1.905,34.0,-40,70,25,1,0.0,0.0,0,26,460,456,3.8,3.8,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
4,00:01.108,1111,0,13,12.0,0.0,1.841,35.0,-40,70,25,1,0.0,0.0,0,26,460,456,3.8,3.8,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
5,00:01.217,1093,0,13,12.5,0.0,1.831,36.0,-40,70,25,1,0.0,0.0,0,26,460,456,3.8,3.8,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
6,00:01.342,1087,0,13,12.0,0.0,1.802,35.0,-40,70,25,1,0.0,0.0,0,26,460,456,3.8,3.8,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
7,00:02.044,1087,0,13,12.0,0.0,1.802,35.0,-40,70,33,1,0.0,0.0,0,32,460,456,3.7,3.7,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
8,00:02.153,1073,0,13,13.0,0.0,1.749,35.0,-40,70,33,1,0.0,0.0,0,32,460,456,3.7,3.7,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
9,00:02.262,1064,0,13,13.0,0.0,1.749,35.0,-40,70,33,1,0.0,0.0,0,32,460,456,3.7,3.7,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
10,00:02.387,1070,0,13,13.0,0.0,1.739,35.0,-40,70,33,1,0.0,0.0,0,32,460,456,3.7,3.7,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
11,00:03.105,1070,0,12,13.0,0.0,1.739,35.0,-40,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
12,00:03.214,1046,0,12,13.0,0.0,1.681,35.0,-40,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
13,00:03.354,1028,0,12,13.0,0.0,1.667,35.0,-40,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
14,00:03.386,1028,0,12,13.0,0.0,1.667,35.0,81,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
15,00:03.495,1028,0,12,13.0,0.0,1.664,35.0,81,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
16,00:03.635,1022,0,12,13.0,0.0,1.639,35.0,81,70,30,1,0.0,0.0,0,28,464,460,3.4,3.6,0.0,0.0,10.2,13.3,0.18,20,447,451,18.62
17,00:04.337,1022,0,12,13.0,0.0,1.639,35.0,81,70,29,1,0.0,0.0,0,28,469,460,3.4,3.5,0.0,0.0,10.2,13.3,0.18,20,451,447,18.62
18,00:04.446,1001,0,12,13.0,0.0,1.575,35.0,81,70,29,1,0.0,0.0,0,28,469,460,3.4,3.5,0.0,0.0,10.2,13.3,0.18,20,451,447,18.62
19,00:04.602,1001,0,12,13.0,0.0,1.554,35.0,81,70,29,1,0.0,0.0,0,28,469,460,3.4,3.5,0.0,0.0,10.2,13.3,0.18,20,451,447,18.62
20,00:04.743,969,0,12,13.0,0.0,1.544,35.0,81,70,29,1,0.0,0.0,0,28,469,460,3.4,3.5,0.0,0.0,10.2,13.3,0.18,20,451,447,18.62
21,00:05.445,969,0,11,13.0,0.0,1.544,35.0,81,70,29,1,0.0,0.0,0,28,477,464,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,451,451,18.62
22,00:05.570,952,0,11,13.0,0.0,1.516,35.0,81,70,29,1,0.0,0.0,0,28,477,464,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,451,451,18.62
23,00:05.679,949,0,11,13.0,0.0,1.511,35.0,81,70,29,1,0.0,0.0,0,28,477,464,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,451,451,18.62
24,00:05.804,955,0,11,13.5,0.0,1.513,35.0,81,70,29,1,0.0,0.0,0,28,477,464,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,451,451,18.62
25,00:06.506,955,0,11,13.5,0.0,1.513,35.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
26,00:06.630,951,0,11,13.5,0.0,1.501,35.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
27,00:06.740,954,0,11,13.0,0.0,1.471,35.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
28,00:06.786,954,0,11,13.0,0.0,1.471,35.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
29,00:06.896,957,0,11,13.0,0.0,1.458,35.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
30,00:07.005,942,0,11,13.5,0.0,1.455,34.0,81,70,29,1,0.0,0.0,0,28,486,473,3.3,3.3,0.0,0.0,10.2,13.3,0.18,20,447,447,18.62
31,00:07.707,942,0,11,13.5,0.0,1.455,34.0,81,70,27,1,0.0,0.0,0,26,490,477,3.3,3.2,0.0,0.0,10.2,13.3,0.18,20,456,451,18.62
32,00:07.832,925,0,11,14.0,0.0,1.452,35.0,81,70,27,1,0.0,0.0,0,26,490,477,3.3,3.2,0.0,0.0,10.2,13.3,0.18,20,456,451,18.62
33,00:07.956,924,0,11,14.0,0.0,1.454,35.0,81,70,27,1,0.0,0.0,0,26,490,477,3.3,3.2,0.0,0.0,10.2,13.3,0.18,20,456,451,18.62
34,00:08.081,920,0,11,14.0,0.0,1.456,35.0,81,70,27,1,0.0,0.0,0,26,490,477,3.3,3.2,0.0,0.0,10.2,13.3,0.18,20,456,451,18.62
35,00:08.814,920,0,11,14.0,0.0,1.456,35.0,81,70,29,1,0.0,0.0,0,28,503,482,3.2,3.3,0.0,0.0,10.2,13.3,0.18,20,451,447,18.57
36,00:08.939,921,0,11,14.0,0.0,1.444,35.0,81,70,29,1,0.0,0.0,0,28,503,482,3.2,3.3,0.0,0.0,10.2,13.3,0.18,20,451,447,18.57
37,00:09.048,924,0,11,14.0,0.0,1.444,35.0,81,70,29,1,0.0,0.0,0,28,503,482,3.2,3.3,0.0,0.0,10.2,13.3,0.18,20,451,447,18.57
38,00:09.173,922,0,11,14.0,0.0,1.444,35.0,81,70,29,1,0.0,0.0,0,28,503,482,3.2,3.3,0.0,0.0,10.2,13.3,0.18,20,451,447,18.57
39,00:09.906,922,0,11,14.0,0.0,1.444,35.0,81,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
40,00:10.016,934,0,11,13.5,0.0,1.435,35.0,81,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
41,00:10.125,940,0,11,13.5,0.0,1.435,35.0,81,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
42,00:10.156,940,0,11,13.5,0.0,1.435,35.0,82,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
43,00:10.265,932,0,11,13.5,0.0,1.431,34.0,82,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
44,00:10.390,932,0,11,14.0,0.0,1.431,35.0,82,70,28,1,0.0,0.0,0,28,512,486,3.1,3.2,0.0,0.0,10.2,13.3,0.17,20,451,456,18.48
45,00:11.123,932,0,11,14.0,0.0,1.431,35.0,82,70,26,1,0.0,0.0,0,24,530,495,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,447,18.44
46,00:11.279,923,0,11,14.0,0.0,1.431,35.0,82,70,26,1,0.0,0.0,0,24,530,495,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,447,18.44
47,00:11.388,929,0,11,14.0,0.0,1.435,35.0,82,70,26,1,0.0,0.0,0,24,530,495,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,447,18.44
48,00:11.498,933,0,11,13.5,0.0,1.425,34.0,82,70,26,1,0.0,0.0,0,24,530,495,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,447,18.44
49,00:12.293,933,0,11,13.5,0.0,1.425,34.0,82,70,25,1,0.0,0.0,0,24,534,508,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,456,18.43
50,00:12.387,909,0,11,14.5,0.0,1.377,35.0,82,70,25,1,0.0,0.0,0,24,534,508,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,456,18.43
51,00:12.512,902,0,11,14.0,0.0,1.374,35.0,82,70,25,1,0.0,0.0,0,24,534,508,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,456,18.43
52,00:12.621,903,0,11,14.0,0.0,1.372,35.0,82,70,25,1,0.0,0.0,0,24,534,508,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,456,18.43
53,00:13.276,903,0,11,14.0,0.0,1.372,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
54,00:13.385,896,0,11,14.5,0.0,1.377,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
55,00:13.494,891,0,11,14.5,0.0,1.378,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
56,00:13.526,891,0,11,14.5,0.0,1.378,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
57,00:13.666,888,0,11,14.5,0.0,1.377,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
58,00:13.775,901,0,11,14.5,0.0,1.381,35.0,82,70,26,1,0.0,0.0,0,26,495,516,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,451,451,18.43
59,00:14.462,901,0,11,14.5,0.0,1.381,35.0,82,70,26,1,0.0,0.0,0,26,469,516,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,460,18.43
60,00:14.586,887,0,11,14.5,0.0,1.378,35.0,82,70,26,1,0.0,0.0,0,26,469,516,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,460,18.43
61,00:14.711,890,0,11,14.5,0.0,1.381,35.0,82,70,26,1,0.0,0.0,0,26,469,516,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,460,18.43
62,00:14.836,891,0,11,14.5,0.0,1.381,35.0,82,70,26,1,0.0,0.0,0,26,469,516,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,451,460,18.43
63,00:15.554,891,0,11,14.5,0.0,1.381,35.0,82,70,26,1,0.0,0.0,0,26,464,521,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,456,456,18.43
64,00:15.663,908,0,11,14.0,0.0,1.384,35.0,82,70,26,1,0.0,0.0,0,26,464,521,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,456,456,18.43
65,00:15.788,894,0,11,14.5,0.0,1.386,35.0,82,70,26,1,0.0,0.0,0,26,464,521,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,456,456,18.43
66,00:15.897,892,0,11,14.5,0.0,1.386,35.0,82,70,26,1,0.0,0.0,0,26,464,521,3.0,3.1,0.0,0.0,10.2,13.3,0.17,20,456,456,18.43
67,00:16.583,892,0,11,14.5,0.0,1.386,35.0,82,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
68,00:16.692,890,0,11,14.5,0.0,1.384,35.0,82,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
69,00:16.817,901,0,11,14.5,0.0,1.384,35.0,82,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
70,00:16.848,901,0,11,14.5,0.0,1.384,35.0,84,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
71,00:16.942,904,0,11,14.0,0.0,1.384,35.0,84,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
72,00:17.051,886,0,11,14.5,0.0,1.384,35.0,84,68,28,1,0.0,0.0,0,26,447,521,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.43
73,00:17.738,886,0,11,14.5,0.0,1.384,35.0,84,68,28,1,0.0,0.0,0,26,430,512,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,469,18.41
74,00:17.862,898,0,11,14.5,0.0,1.386,35.0,84,68,28,1,0.0,0.0,0,26,430,512,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,469,18.41
75,00:17.972,890,0,11,14.5,0.0,1.384,35.0,84,68,28,1,0.0,0.0,0,26,430,512,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,469,18.41
76,00:18.112,887,0,11,14.5,0.0,1.386,35.0,84,68,28,1,0.0,0.0,0,26,430,512,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,469,18.41
77,00:18.861,887,0,11,14.5,0.0,1.386,35.0,84,68,27,1,0.0,0.0,0,26,417,508,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.39
78,00:18.970,891,0,11,14.5,0.0,1.389,35.0,84,68,27,1,0.0,0.0,0,26,417,508,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.39
79,00:19.110,901,0,11,14.5,0.0,1.384,35.0,84,68,27,1,0.0,0.0,0,26,417,508,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.39
80,00:19.251,903,0,11,14.5,0.0,1.386,35.0,84,68,27,1,0.0,0.0,0,26,417,508,3.0,3.1,0.0,0.0,10.2,13.3,0.18,20,456,460,18.39
81,00:19.968,903,0,11,14.5,0.0,1.386,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
82,00:20.078,898,0,11,14.5,0.0,1.365,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
83,00:20.218,896,0,11,14.5,0.0,1.361,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
84,00:20.234,896,0,11,14.5,0.0,1.361,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
85,00:20.374,880,0,11,14.5,0.0,1.361,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
86,00:20.483,881,0,11,14.5,0.0,1.358,35.0,84,68,26,1,0.0,0.0,0,26,404,516,3.0,2.9,0.0,0.0,10.2,13.3,0.17,20,456,473,18.34
87,00:21.232,881,0,10,14.5,0.0,1.358,35.0,84,68,26,1,0.0,0.0,0,26,399,473,3.0,3.1,0.0,0.0,10.2,13.3,0.19,20,460,477,18.35
88,00:21.341,915,0,10,15.5,0.0,1.784,39.0,84,68,26,1,0.0,0.0,0,26,399,473,3.0,3.1,0.0,0.0,10.2,13.3,0.19,20,460,477,18.35
89,00:21.435,963,0,10,15.5,0.0,1.780,39.0,84,68,26,1,0.0,0.0,0,26,399,473,3.0,3.1,0.0,0.0,10.2,13.3,0.19,20,460,477,18.35
90,00:21.544,1004,0,10,23.0,0.0,1.786,38.0,84,68,26,1,0.0,0.0,0,26,399,473,3.0,3.1,0.0,0.0,10.2,13.3,0.19,20,460,477,18.35
91,00:22.246,1004,0,13,23.0,0.0,1.786,38.0,84,68,44,1,0.0,0.0,0,40,378,482,2.9,2.9,0.0,0.0,10.2,13.3,0.17,20,451,473,18.35
92,00:22.371,947,0,13,22.5,0.0,1.787,38.0,84,68,44,1,0.0,0.0,0,40,378,482,2.9,2.9,0.0,0.0,10.2,13.3,0.17,20,451,473,18.35
93,00:22.496,820,0,13,22.0,0.0,1.771,41.0,84,68,44,1,0.0,0.0,0,40,378,482,2.9,2.9,0.0,0.0,10.2,13.3,0.17,20,451,473,18.35
94,00:22.620,752,0,13,19.5,0.0,1.755,44.0,84,68,44,1,0.0,0.0,0,40,378,482,2.9,2.9,0.0,0.0,10.2,13.3,0.17,20,451,473,18.35
95,00:23.354,752,0,13,19.5,0.0,1.755,44.0,84,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
96,00:23.463,830,0,13,17.5,0.0,1.688,45.0,84,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
97,00:23.572,830,0,13,17.0,0.0,1.677,45.0,84,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
98,00:23.588,830,0,13,17.0,0.0,1.677,45.0,86,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
99,00:23.728,823,0,13,17.5,0.0,1.671,45.0,86,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
100,00:23.853,819,0,13,17.5,0.0,1.661,45.0,86,68,60,1,0.0,0.0,0,66,360,473,4.3,4.4,0.0,0.0,10.2,13.3,0.24,20,456,482,18.35
101,00:24.602,819,0,12,17.5,0.0,1.661,45.0,86,68,60,1,0.0,0.0,0,58,330,482,4.0,4.1,0.0,0.0,10.2,13.3,0.23,20,447,477,18.35
102,00:24.742,807,0,12,17.5,0.0,1.291,43.0,86,68,60,1,0.0,0.0,0,58,330,482,4.0,4.1,0.0,0.0,10.2,13.3,0.23,20,447,477,18.35
103,00:24.867,813,0,12,22.0,0.0,1.339,42.0,86,68,60,1,0.0,0.0,0,58,330,482,4.0,4.1,0.0,0.0,10.2,13.3,0.23,20,447,477,18.35
104,00:24.976,823,0,12,22.0,0.0,1.344,40.0,86,68,60,1,0.0,0.0,0,58,330,482,4.0,4.1,0.0,0.0,10.2,13.3,0.23,20,447,477,18.35
105,00:25.694,823,0,10,22.0,0.0,1.344,40.0,86,68,41,1,0.0,0.0,0,34,503,716,2.9,3.0,0.0,0.0,10.2,13.3,0.16,20,469,495,18.32
106,00:25.818,999,0,10,17.5,0.0,1.377,32.0,86,68,41,1,0.0,0.0,0,34,503,716,2.9,3.0,0.0,0.0,10.2,13.3,0.16,20,469,495,18.32
107,00:25.959,989,0,10,17.5,0.0,1.684,34.0,86,68,41,1,0.0,0.0,0,34,503,716,2.9,3.0,0.0,0.0,10.2,13.3,0.16,20,469,495,18.32
108,00:26.084,982,0,10,17.5,0.0,1.790,35.0,86,68,41,1,0.0,0.0,0,34,503,716,2.9,3.0,0.0,0.0,10.2,13.3,0.16,20,469,495,18.32
109,00:26.786,982,0,13,17.5,0.0,1.790,35.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
110,00:26.895,1230,0,13,24.0,0.0,1.810,33.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
111,00:27.020,1190,0,13,23.5,0.0,1.808,34.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
112,00:27.051,1190,0,13,23.5,0.0,1.808,34.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
113,00:27.160,1062,0,13,23.0,0.0,1.795,35.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
114,00:27.269,943,0,13,22.5,0.0,1.791,37.0,86,68,37,1,0.0,0.0,0,40,412,699,3.2,3.1,0.0,0.0,10.2,13.3,0.17,20,473,499,18.32
115,00:27.956,943,0,13,22.5,0.0,1.791,37.0,86,68,42,1,0.0,0.0,0,46,343,621,4.1,4.2,0.0,0.0,10.2,13.3,0.24,20,477,499,18.32
116,00:28.081,809,0,13,17.5,0.0,1.689,47.0,86,68,42,1,0.0,0.0,0,46,343,621,4.1,4.2,0.0,0.0,10.2,13.3,0.24,20,477,499,18.32
117,00:28.205,823,0,13,17.5,0.0,1.689,47.0,86,68,42,1,0.0,0.0,0,46,343,621,4.1,4.2,0.0,0.0,10.2,13.3,0.24,20,477,499,18.32
118,00:28.315,824,0,13,17.5,0.0,1.676,46.0,86,68,42,1,0.0,0.0,0,46,343,621,4.1,4.2,0.0,0.0,10.2,13.3,0.24,20,477,499,18.32
119,00:28.985,824,0,12,17.5,0.0,1.676,46.0,86,68,60,1,0.0,0.0,0,58,291,451,3.9,4.0,0.0,0.0,10.2,13.3,0.23,20,451,503,18.32
120,00:29.110,808,0,12,17.5,0.0,1.639,45.0,86,68,60,1,0.0,0.0,0,58,291,451,3.9,4.0,0.0,0.0,10.2,13.3,0.23,20,451,503,18.32
121,00:29.219,805,0,12,17.5,0.0,1.638,45.0,86,68,60,1,0.0,0.0,0,58,291,451,3.9,4.0,0.0,0.0,10.2,13.3,0.23,20,451,503,18.32
122,00:29.344,806,0,12,17.5,0.0,1.615,45.0,86,68,60,1,0.0,0.0,0,58,291,451,3.9,4.0,0.0,0.0,10.2,13.3,0.23,20,451,503,18.32
123,00:30.062,806,0,12,17.5,0.0,1.615,45.0,86,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
124,00:30.187,800,0,12,18.0,0.0,1.587,45.0,86,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
125,00:30.296,799,0,12,18.0,0.0,1.564,45.0,86,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
126,00:30.327,799,0,12,18.0,0.0,1.564,45.0,88,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
127,00:30.483,788,0,12,18.0,0.0,1.560,45.0,88,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
128,00:30.608,791,0,12,18.0,0.0,1.560,45.0,88,68,58,1,0.0,0.0,0,58,286,534,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,460,508,18.32
129,00:31.279,791,0,11,18.0,0.0,1.560,45.0,88,68,56,1,0.0,0.0,0,56,286,551,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,469,516,18.32
130,00:31.388,783,0,11,18.5,0.0,1.532,45.0,88,68,56,1,0.0,0.0,0,56,286,551,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,469,516,18.32
131,00:31.497,786,0,11,18.5,0.0,1.529,45.0,88,68,56,1,0.0,0.0,0,56,286,551,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,469,516,18.32
132,00:31.606,783,0,11,18.5,0.0,1.532,44.0,88,68,56,1,0.0,0.0,0,56,286,551,3.9,4.0,0.0,0.0,10.2,13.3,0.22,20,469,516,18.32
133,00:32.339,783,0,11,18.5,0.0,1.532,44.0,88,68,54,1,0.0,0.0,0,54,269,634,3.9,3.9,0.0,0.0,10.2,13.3,0.22,20,469,521,18.32
134,00:32.449,767,0,11,19.0,0.0,1.499,44.0,88,68,54,1,0.0,0.0,0,54,269,634,3.9,3.9,0.0,0.0,10.2,13.3,0.22,20,469,521,18.32
135,00:32.558,765,0,11,19.0,0.0,1.501,44.0,88,68,54,1,0.0,0.0,0,54,269,634,3.9,3.9,0.0,0.0,10.2,13.3,0.22,20,469,521,18.32
136,00:32.714,768,0,11,19.0,0.0,1.488,44.0,88,68,54,1,0.0,0.0,0,54,269,634,3.9,3.9,0.0,0.0,10.2,13.3,0.22,20,469,521,18.32
137,00:33.431,768,0,11,19.0,0.0,1.488,44.0,88,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
138,00:33.556,765,0,11,19.0,0.0,1.480,44.0,88,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
139,00:33.697,770,0,11,19.0,0.0,1.487,44.0,88,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
140,00:33.728,770,0,11,19.0,0.0,1.487,44.0,90,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
141,00:33.853,761,0,11,19.5,0.0,1.485,44.0,90,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
142,00:33.977,760,0,11,19.5,0.0,1.485,44.0,90,68,54,1,0.0,0.0,0,52,269,582,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,473,530,18.32
143,00:34.679,760,0,11,19.5,0.0,1.485,44.0,90,68,54,1,0.0,0.0,0,54,260,694,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,534,18.32
144,00:34.789,764,0,11,19.0,0.0,1.460,44.0,90,68,54,1,0.0,0.0,0,54,260,694,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,534,18.32
145,00:34.913,766,0,11,19.0,0.0,1.463,44.0,90,68,54,1,0.0,0.0,0,54,260,694,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,534,18.32
